desarrollo,colonia,m2_interiores,m2_totales,m2_jardin,m2_terraza,estacionamientos,eje,precio_listado,precio_cerrado,descuento_pct,fecha_creacion,fecha_firma,anio_firma,mes_firma,dias_creacion_a_firma,precio_m2
Sophia Distrito,Jurica,215.8,272.8,57,0,2,Horizontal,5869423,5878423,0,9/25/2021,10/15/2022,2022,10,385,27240.143651529193
Sophia Distrito,Jurica,161.6,188.78,0,27.18,2,Subvertical,4645506.25,4554368.59,2.5,9/25/2021,11/1/2023,2023,11,767,28182.97395
Sophia Distrito,Jurica,215.8,271,55.2,0,2,Horizontal,5055225.11,5044396.73,1.5,9/25/2021,10/14/2022,2022,10,384,23375.332391102875
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5855538,5835260.31,0.5,9/25/2021,10/21/2022,2022,10,391,27040.131186283594
Sophia Distrito,Jurica,198.7,242.8,0,44.1,2,Subvertical,5670546.34,5528782.68,2.5,9/25/2021,12/7/2023,2023,12,803,27824.774433819828
Sophia Distrito,Jurica,250.3,288.5,38.2,0,2,Horizontal,5512021.4,5429341.08,1.5,9/25/2021,10/20/2022,2022,10,390,21691.334718337992
Sophia Distrito,Jurica,262.5,287.6,25.1,0,2,Horizontal,4657512.14,4704512.14,0,9/25/2021,3/12/2024,2024,3,899,17921.951009523807
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,4460348.78,4460348.78,0,9/25/2021,3/22/2024,2024,3,909,26983.356200846945
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,3725193.96,3738193.96,0,9/25/2021,7/13/2023,2023,7,656,27690.325629629628
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,3756671.7,3786171.7,0,9/25/2021,7/13/2023,2023,7,656,28045.716296296298
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,4491132.38,4407354.07,2.5,9/25/2021,9/4/2023,2023,9,709,26662.75904416213
Sophia Distrito,Jurica,219.5,260.5,41,0,2,Horizontal,5600847.83,5600847.83,0,9/25/2021,11/29/2022,2022,11,430,25516.39102505695
Sophia Distrito,Jurica,262.5,297.5,35,0,2,Horizontal,5991365.44,5991365.44,0,9/25/2021,12/1/2022,2022,12,432,22824.249295238096
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3641679.94,3564137.94,2.5,9/25/2021,8/20/2023,2023,8,694,26361.96701183432
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,3660932.83,3336948.88,9,9/25/2021,8/20/2023,2023,8,694,24718.13985185185
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3667434.45,3434062.73,5,9/25/2021,8/20/2023,2023,8,694,25399.872263313613
Sophia Distrito,Jurica,86.2,125.6,30.7,8.7,1,Subvertical,3326355.98,3341355.98,0,9/25/2021,8/9/2024,2024,8,1049,38762.830394431556
Sophia Distrito,Jurica,215.8,265.9,50.1,0,2,Horizontal,5072464.04,5112101.72,0.5,9/25/2021,12/14/2022,2022,12,445,23689.07192
Sophia Distrito,Jurica,250.3,288.3,38,0,2,Horizontal,5511954.97,5429275.65,1.5,9/25/2021,12/7/2022,2022,12,438,21691.073312025568
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,4951959.15,4960959.15,0,9/25/2021,12/11/2022,2022,12,442,22601.180637813213
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3709920.85,3617172.83,2.5,9/25/2021,9/25/2023,2023,9,730,26754.236908284027
Sophia Distrito,Jurica,250.3,288.1,37.8,0,2,Horizontal,5512021.4,5401780.97,2,9/25/2021,12/18/2022,2022,12,449,21581.226408310027
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3710118.71,3524612.77,5,9/25/2021,8/20/2023,2023,8,694,26069.621079881657
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,4489406.55,4377171.39,2.5,9/25/2021,8/18/2023,2023,8,692,26480.16569872958
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,2959362.01,2814393.91,5,9/25/2021,10/20/2023,2023,10,755,32649.58132
Sophia Distrito,Jurica,161.6,188.78,0,27.18,2,Subvertical,4782794.14,4532445.3,5,9/25/2021,8/20/2023,2023,8,694,28047.310024752474
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,4489406.55,4489406.55,0,9/25/2021,8/20/2023,2023,8,694,27159.144283121594
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,4951959.15,4812400.38,3,9/25/2021,1/12/2023,2023,1,474,21924.375307517083
Sophia Distrito,Jurica,86.2,94.9,0,8.7,2,Subvertical,2928500.58,2972288.07,2.5,9/25/2021,10/20/2023,2023,10,755,34481.300116009275
Sophia Distrito,Jurica,86.2,94.9,0,8.7,2,Subvertical,2897639.16,2842757.2,5,9/25/2021,8/20/2023,2023,8,694,32978.62180974478
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,2956039.3,2820457.14,5.5,9/25/2021,8/20/2023,2023,8,694,32719.92041763341
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,2928500.58,2928500.58,0,9/25/2021,12/4/2023,2023,12,800,33973.32459396752
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3847357.4,3775910.25,2,9/25/2021,12/20/2023,2023,12,816,27928.330251479292
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,4736040.14,4628639.14,2.5,9/25/2021,12/20/2023,2023,12,816,28001.446702964302
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3879425.06,3801836.56,2,9/25/2021,11/25/2023,2023,11,791,28120.092899408286
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3020175.54,2793662.37,7.5,9/25/2021,2/28/2023,2023,2,521,32409.07621809745
Sophia Distrito,Jurica,215.8,259.5,43.7,0,2,Horizontal,5292544.62,5340081.89,0.5,9/25/2021,3/6/2023,2023,3,527,24745.513855421683
Sophia Distrito,Jurica,86.2,107.6,21.4,0,2,Subvertical,3234025.99,3307855.86,0.5,9/25/2021,7/13/2023,2023,7,656,38374.19791183295
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,2952273.47,2976273.47,0,9/25/2021,11/10/2023,2023,11,776,34527.53445475638
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,3836204.92,3759480.82,2,9/25/2021,9/25/2023,2023,9,730,27848.006074074074
Sophia Distrito,Jurica,250.3,322.6,72.3,0,2,Horizontal,5958344.51,5868969.34,1.5,9/25/2021,3/27/2023,2023,3,548,23447.74007
Sophia Distrito,Jurica,198.7,242.8,0,44.1,2,Subvertical,5981124.47,5888641.98,2,9/25/2021,12/7/2023,2023,12,803,29635.842878711628
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3820169.58,3743766.19,2,9/25/2021,10/4/2023,2023,10,739,27690.578328402367
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,3852167.12,3698080.44,4,9/25/2021,12/20/2023,2023,12,816,27393.188444444444
Sophia Distrito,Jurica,215.8,254.6,38.8,0,2,Horizontal,5312597.46,5111967.59,5,9/25/2021,4/4/2023,2023,4,556,23688.45037071362
Sophia Distrito,Jurica,262.5,297.5,35,0,2,Horizontal,5991365.44,5691797.17,5,9/25/2021,4/4/2023,2023,4,556,21683.03683809524
Sophia Distrito,Jurica,250.3,290.5,40.2,0,2,Horizontal,5714970.72,5429222.18,5,9/25/2021,4/4/2023,2023,4,556,21690.85968837395
Sophia Distrito,Jurica,262.5,306.4,43.9,0,2,Horizontal,6095966.32,5791168,5,9/25/2021,4/4/2023,2023,4,556,22061.59238095238
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,2924113.29,2924113.29,0,9/25/2021,9/4/2023,2023,9,709,33922.42795823666
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,3977111.44,3859567.92,2,9/25/2021,3/15/2024,2024,3,902,28589.392
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3000175.54,3024175.54,0,9/25/2021,8/7/2023,2023,8,681,35083.24292343387
Sophia Distrito,Jurica,219.5,259.9,40.4,0,2,Horizontal,5297582.76,5306582.76,0,9/25/2021,8/5/2023,2023,8,679,24175.775671981777
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,4033770.13,3978094.73,2,9/25/2021,2/22/2024,2024,2,880,29423.77759
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,3952125.72,3977125.72,0,9/25/2021,12/20/2023,2023,12,816,29416.61035502959
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,4868096.56,4770734.63,2,9/25/2021,6/25/2025,2025,6,1369,28861.068542044766
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,4035960.56,3959741.35,2,9/25/2021,3/6/2024,2024,3,893,29288.027736686392
Sophia Distrito,Jurica,161.6,188.78,0,27.18,2,Subvertical,5155134.28,5155134.28,0,9/25/2021,5/15/2024,2024,5,963,31900.583415841586
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,4076130.7,3913085.47,4,9/25/2021,8/28/2023,2023,8,702,28942.939866863908
Sophia Distrito,Jurica,135,145.31,0,10.31,2,Subvertical,4086130.7,4033908.09,2,9/25/2021,7/7/2025,2025,7,1381,29880.800666666666
Sophia Distrito,Jurica,215.8,254.8,39,0,2,Horizontal,5314489.07,5344271.73,1.5,9/25/2021,9/1/2023,2023,9,706,24764.929240037072
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3128285.63,3128285.63,0,9/25/2021,3/24/2024,2024,3,911,36291.01658932714
Sophia Distrito,Jurica,262.5,309.9,47.4,0,2,Horizontal,6062789.7,6008847.85,1.5,9/25/2021,9/15/2023,2023,9,720,22890.84895238095
Sophia Distrito,Jurica,161.6,188.78,0,27.18,2,Subvertical,5273991.62,5273991.62,0,9/25/2021,12/4/2024,2024,12,1166,32636.086757425743
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3128840.9,3049187.26,4,9/25/2021,7/8/2025,2025,7,1382,35373.40208816705
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3020175.54,3020175.54,0,9/25/2021,10/20/2023,2023,10,755,35036.83921113689
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5395038,5368062.81,0.5,9/25/2021,9/20/2023,2023,9,725,24875.17520852641
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3313285.63,3340285.63,0,9/25/2021,5/21/2025,2025,5,1334,38750.41334106728
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3312837,3059670.53,7.64,9/25/2021,10/6/2023,2023,10,741,35495.01774941995
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3160988.99,3169888.99,0,9/25/2021,3/15/2024,2024,3,902,36773.65417633411
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3193835.6,3198835.6,0,9/25/2021,10/20/2024,2024,10,1121,37109.46171693735
Sophia Distrito,Jurica,219.5,260.5,41,0,2,Horizontal,5259134.52,5268134.52,0,9/25/2021,10/19/2023,2023,10,754,24000.61284738041
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,5365222.65,5374222.65,0,9/25/2021,10/13/2023,2023,10,748,24483.930068337133
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3331933,3331933,0,9/25/2021,10/11/2024,2024,10,1112,38653.51508
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3281932.5,3281932.5,0,9/25/2021,8/8/2025,2025,8,1413,38073.462877030164
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3279479,3279479,0,9/25/2021,4/2/2025,2025,4,1285,38045
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3312837,3296272.82,0.5,9/25/2021,3/15/2024,2024,3,902,38239.82389791183
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5563929.08,5563929.08,0,9/25/2021,11/21/2023,2023,11,787,25782.803892493048
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3408036,3380595.82,0.5,9/25/2021,6/15/2024,2024,6,994,39218.04895591647
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3374019,3384148.91,0.5,9/25/2021,6/28/2025,2025,6,1372,39259.2681
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,5512120,5512120,0,9/25/2021,11/21/2023,2023,11,787,25112.164009111617
Sophia Distrito,Jurica,219.5,258.3,38.8,0,2,Horizontal,5017939.23,5044939.23,0,9/25/2021,11/13/2023,2023,11,779,22983.777813211847
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,6118279,6104779,0,9/25/2021,11/27/2023,2023,11,793,24389.84818218138
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5563929.08,5551929.08,0,9/25/2021,11/27/2023,2023,11,793,25727.196848934196
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,6053350,6011143.25,0.5,9/25/2021,11/30/2023,2023,11,796,24015.754095085897
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5563929.08,5534129.08,0,9/25/2021,11/30/2023,2023,11,796,25644.713067655237
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5563929.08,5654929.08,0,9/25/2021,12/17/2023,2023,12,813,26204.49064
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3340003,3340003,0,9/25/2021,2/13/2025,2025,2,1237,38747.13457076566
Sophia Distrito,Jurica,135.2,145.51,0,10.31,2,Subvertical,4427497,4427497,0,9/25/2021,10/4/2024,2024,10,1105,32747.758875739648
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,6073350,5951883,2,9/25/2021,1/30/2024,2024,1,857,23778.99720335597
Sophia Distrito,Jurica,250.3,285.4,35.1,0,2,Horizontal,6016788,6025788,0,9/25/2021,1/31/2024,2024,1,858,24074.26288453855
Sophia Distrito,Jurica,262.5,285.6,23.1,0,2,Horizontal,6429462,6457462,0,9/25/2021,1/26/2024,2024,1,853,24599.85523809524
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,5984850,5993850,0,9/25/2021,1/29/2024,2024,1,856,23946.664003196165
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,6073350,6042983.25,0.5,9/25/2021,1/27/2024,2024,1,854,24142.961446264482
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,5189703,4826423.79,7,9/25/2021,2/8/2024,2024,2,866,29197.96606170599
Sophia Distrito,Jurica,262.5,285.6,23.1,0,2,Horizontal,6266788,5970448.6,5,9/25/2021,2/23/2024,2024,2,881,22744.566095238093
Sophia Distrito,Jurica,219.5,260.5,41,0,2,Horizontal,5259134.52,5172951.83,2,9/25/2021,2/25/2024,2024,2,883,23566.978724373577
Sophia Distrito,Jurica,86.2,94.9,0,8.7,1,Subvertical,3617961.4,3364704.1,7,9/25/2021,3/6/2024,2024,3,893,39033.69025522042
Sophia Distrito,Jurica,262.5,285.6,23.1,0,3,Horizontal,6593223,6602223,0,9/25/2021,3/31/2024,2024,3,918,25151.325714285715
Sophia Distrito,Jurica,215.8,272.8,57,0,2,Horizontal,5869423,5584951.85,5,9/25/2021,5/15/2024,2024,5,963,25880.22173308619
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,4913018.96,4913018.96,0,4/11/2024,4/26/2024,2024,4,15,36392.73303703704
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,4941908.96,4694813.51,5,4/11/2024,4/20/2024,2024,4,9,34776.39637037037
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,4970798.96,4722259.01,5,4/11/2024,4/20/2024,2024,4,9,34979.696370370366
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5855538,5542483.41,5.5,9/25/2021,4/29/2024,2024,4,947,25683.426367006487
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,5797311.01,5507445.46,5,4/11/2024,4/27/2024,2024,4,16,33378.45733333333
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,5855571,5562792.45,5,4/11/2024,5/14/2024,2024,5,33,33713.89363636364
Sophia Distrito,Jurica,219.5,260.5,41,0,2,Horizontal,5345911,5345911,0,9/25/2021,5/6/2024,2024,5,954,24354.947608200455
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,5885571,5955899,0,4/11/2024,5/9/2024,2024,5,28,36096.357575757575
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,6373630,6191421.1,3,9/25/2021,5/13/2024,2024,5,961,24736.001198561724
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,5855571,5562792.45,5,4/11/2024,5/11/2024,2024,5,30,33713.89363636364
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,5176785,5146985,0,4/11/2024,5/27/2024,2024,5,46,38125.81481481482
Sophia Distrito,Jurica,165,319.6,154.6,0,2,Subvertical,6618750,6354000,4,9/25/2021,5/31/2024,2024,5,979,38509.09090909091
Sophia Distrito,Jurica,219.5,260.5,41,0,2,Horizontal,5600847.83,5292801.19,5.5,9/25/2021,6/30/2024,2024,6,1009,24112.989476082006
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,5943953.14,5971093.14,0,4/11/2024,6/29/2024,2024,6,79,36188.44327272727
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,5775708.29,5813208.29,0,9/25/2021,6/29/2024,2024,6,1008,26483.86464692483
Sophia Distrito,Jurica,250.3,296.6,46.3,0,2,Horizontal,6399490.2,6303497.85,1.5,9/25/2021,7/26/2024,2024,7,1035,25183.770874950056
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,5211119.81,5211119.81,0,4/11/2024,7/21/2024,2024,7,101,38600.88748148148
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,5382737,5167427.52,4,4/11/2024,7/16/2024,2024,7,96,38277.24088888888
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6177710.74,6184200.74,0,4/11/2024,7/24/2024,2024,7,104,37480.00448484848
Sophia Distrito,Jurica,219.5,273.3,53.8,0,2,Horizontal,5798203.2,5798203.2,0,9/25/2021,7/30/2024,2024,7,1039,26415.504328018225
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6173431.14,6173431.14,0,4/11/2024,8/23/2024,2024,8,134,37414.73418181818
Sophia Distrito,Jurica,219.5,273.3,53.8,0,2,Horizontal,5798203.2,5508293.04,5,9/25/2021,10/21/2024,2024,10,1122,25094.72911161731
Sophia Distrito,Jurica,215.8,287.6,71.8,0,2,Horizontal,6169295.98,5860831.18,5,9/25/2021,10/30/2024,2024,10,1131,27158.62455977757
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,5984850,5993850,0,9/25/2021,11/20/2024,2024,11,1152,23946.664003196165
Sophia Distrito,Jurica,250.3,293.7,43.4,0,2,Horizontal,6565808.99,6565808.99,0,9/25/2021,11/16/2024,2024,11,1148,26231.757850579306
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6238431,6265571,0,11/25/2024,12/6/2024,2024,12,11,37973.15757575758
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6173431.14,6173431.14,0,4/11/2024,1/31/2025,2025,1,295,37414.73418181818
Sophia Distrito,Jurica,262.5,363.9,101.4,0,2,Horizontal,7199477.49,7208477.49,0,9/25/2021,2/11/2025,2025,2,1235,27460.866628571428
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,5309928,5283378.36,0.5,4/11/2024,2/15/2025,2025,2,310,39136.136000000006
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6208431,6208431,0,11/25/2024,2/24/2025,2025,2,91,37626.854545454546
Sophia Distrito,Jurica,219.5,261.7,42.2,0,2,Horizontal,5702923.11,5531835.42,3,9/25/2021,3/8/2025,2025,3,1260,25201.983690205012
Sophia Distrito,Jurica,135,135,0,0,2,Subvertical,5263637,5263637,0,4/11/2024,3/20/2025,2025,3,343,38989.903703703705
Sophia Distrito,Jurica,219.5,271.2,51.7,0,2,Horizontal,5757085.66,5440445.95,5.5,9/25/2021,3/24/2025,2025,3,1276,24785.630751708428
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6208431,6208431,0,11/25/2024,4/25/2025,2025,4,151,37626.854545454546
Sophia Distrito,Jurica,219.5,257.5,38,0,2,Horizontal,5732030.58,5560069.66,3,9/25/2021,4/30/2025,2025,4,1313,25330.613485193622
Sophia Distrito,Jurica,219.5,255.7,36.2,0,2,Horizontal,5716925.58,5431079.3,5,9/25/2021,5/16/2025,2025,5,1329,24742.958086560364
Sophia Distrito,Jurica,219.5,255.8,36.3,0,2,Horizontal,5716925.58,5431079.3,5,9/25/2021,5/16/2025,2025,5,1329,24742.958086560364
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5663900,5380705,5,9/25/2021,6/13/2025,2025,6,1357,24933.75810936052
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,5487120,5187120,0,9/25/2021,8/30/2025,2025,8,1435,23631.526195899773
Sophia Distrito,Jurica,165.3,175.65,0,10.35,2,Subvertical,5849750,5699750,0,9/25/2021,9/2/2025,2025,9,1438,34481.246218995766
Sophia Distrito,Jurica,250.3,284.4,34.1,0,2,Horizontal,5984850,5843850,0,9/25/2021,9/12/2025,2025,9,1448,23347.38314023172
Sophia Distrito,Jurica,165,165,0,0,2,Subvertical,6177710.74,6184200.74,0,4/11/2024,9/4/2025,2025,9,511,37480.00448484848
Sophia Distrito,Jurica,219.5,257.7,38.2,0,2,Horizontal,5512120,5362120,0,9/25/2021,9/20/2025,2025,9,1456,24428.79271070615
Sophia Distrito,Jurica,250.3,281.6,31.3,0,3,Horizontal,5970850,5829850,0,9/25/2021,9/30/2025,2025,9,1466,23291.450259688372
Sophia Distrito,Jurica,215.8,258.2,42.4,0,2,Horizontal,5663900,5513900,0,9/25/2021,10/31/2025,2025,10,1497,25550.97312326228
Sophia Distrito,Jurica,250.3,289.7,39.4,0,3,Horizontal,6079850,5929850,0,9/25/2021,11/21/2025,2025,11,1518,23690.970834998003
Sophia Distrito,Jurica,215.8,258.1,42.3,0,2,Horizontal,5638900,5513900,0,9/25/2021,11/11/2025,2025,11,1508,25550.97312326228
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,3250538.55,3055506.24,6,7/4/2016,4/29/2019,2019,4,1029,31306.41639344263
Alegra Towers,Juriquilla Santa Fe,344.1,357.1,0,13,3,Vertical,11685104.7,10750296.32,8,7/4/2016,5/15/2019,2019,5,1045,31241.779482708513
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,3153361.4,2964159.72,6,7/4/2016,4/29/2019,2019,4,1029,30370.488934426234
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3290250,3092835,6,7/4/2016,4/29/2019,2019,4,1029,31721.384615384617
Alegra Towers,Juriquilla Santa Fe,132.2,144.1,0,11.9,2,Vertical,2669165,2669165,0,7/4/2016,4/23/2019,2019,4,1023,20190.35552193646
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4665958,4665958,0,8/29/2018,9/21/2020,2020,9,754,26862.16465169833
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4263225.15,3964799.39,7,6/29/2016,9/9/2019,2019,9,1167,22997.676276102087
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,2,Vertical,1948661,1948661,0,7/4/2016,9/6/2019,2019,9,1159,19965.78893442623
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3348386.4,3106166.65,7.23,8/29/2018,9/21/2019,2019,9,388,31792.90327533265
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4196779.91,3986940.91,5,4/27/2017,9/30/2019,2019,9,886,22966.24948156682
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4328104.91,4328104.91,0,4/27/2017,4/29/2019,2019,4,732,24931.479896313365
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,0,Vertical,4494750,4404855,2,7/4/2016,5/30/2019,2019,5,1060,25550.20302
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4767495.67,4767495.67,0,8/29/2018,9/19/2019,2019,9,386,27446.72233736327
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4196779.91,4049892.61,3.5,4/27/2017,6/28/2019,2019,6,792,23328.87448156682
Alegra Towers,Juriquilla Santa Fe,97.5,105.9,0,8.4,2,Vertical,3290250,3125737.5,5,7/4/2016,7/15/2019,2019,7,1106,32058.846153846152
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4715475.67,4526856.64,4,8/29/2018,8/21/2020,2020,8,723,26061.350834772595
Alegra Towers,Juriquilla Santa Fe,97.6,106,0,8.4,0,Vertical,3290250,2961225,10,7/4/2016,11/13/2019,2019,11,1227,30340.420081967215
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4519750,4112972.5,9,7/4/2016,11/14/2019,2019,11,1228,23857.149071925753
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3369625.88,3268537.1,3,8/29/2018,3/27/2020,2020,3,576,33454.83213920164
Alegra Towers,Juriquilla Santa Fe,172.4,189.3,0,16.9,2,Vertical,4570250,4204630,8,6/29/2016,11/29/2019,2019,11,1248,24388.80510440835
Alegra Towers,Juriquilla Santa Fe,133.3,145.19,0,11.89,2,Vertical,2912529,2912529,0,8/29/2018,6/5/2020,2020,6,646,21849.429857464365
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,0,Vertical,2975265.54,2760000,7.23,4/27/2017,12/11/2019,2019,12,958,28278.688524590165
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,1,Vertical,2866125.51,2823133.63,1.5,4/27/2017,1/31/2020,2020,1,1009,28925.549487704917
Alegra Towers,Juriquilla Santa Fe,97.6,106.06,0,8.46,0,Vertical,2891927,2851440.02,1.4,4/27/2017,1/16/2020,2020,1,994,29215.57397540984
Alegra Towers,Juriquilla Santa Fe,173.7,190.34,0,16.64,2,Vertical,4741485.67,4739141.1,3,8/29/2018,7/1/2020,2020,7,672,27283.48359240069
Alegra Towers,Juriquilla Santa Fe,248.4,414.98,148,18.58,2,Vertical,6691879.27,6156528.93,8,8/29/2018,1/24/2020,2020,1,513,24784.73804347826
Alegra Towers,Juriquilla Santa Fe,173.6,190.24,0,16.64,2,Vertical,5007402.13,4857180.07,3,8/29/2018,2/22/2020,2020,2,542,27979.147868663596
Alegra Towers,Juriquilla Santa Fe,173.6,190.55,0,16.95,2,Vertical,4328104.91,4263183.34,1.5,4/27/2017,2/22/2020,2020,2,1031,24557.50771889401
Alegra Towers,Juriquilla Santa Fe,343.5,356.82,0,13.32,3,Vertical,9871315.2,8528674.17,11.71,8/29/2018,2/28/2020,2020,2,548,24828.74576419214
Alegra Towers,Juriquilla Santa Fe,97.7,105.6,0,7.9,2,Vertical,3323136.4,3323136.4,0,8/29/2018,4/26/2020,2020,4,606,34013.678607983624
