desarrollo,colonia,m2_interiores,m2_totales,m2_jardin,m2_terraza,estacionamientos,eje,precio_listado,precio_cerrado,descuento_pct,fecha_creacion,fecha_firma,anio_firma,mes_firma,dias_creacion_a_firma,precio_m2
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2499194.98,2504394.98,0,2/7/2017,3/22/2018,2018,3,408,13573.956531165311
Paseo Monet,Zibatá,179.5,245.7,66.2,0,2,Horizontal,2856022.68,2783942,3,6/2/2017,5/22/2018,2018,5,354,15509.42618384401
Paseo Picasso - Inspira,Zibatá,155.3,162.3,0,7,2,Horizontal,2102290,2102290,0,4/30/2013,3/22/2018,2018,3,1787,13536.960721184803
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2212811,2212811,0,2/7/2017,4/14/2018,2018,4,431,13354.321062160532
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2539194.98,2555794.98,0,2/7/2017,4/14/2018,2018,4,431,13852.547317073171
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2055994.38,2055994.38,0,2/7/2017,3/30/2018,2018,3,416,14428.030736842104
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2334690.69,2338167.24,0.5,2/7/2017,4/2/2018,2018,4,419,14110.846348823177
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2279366.3,2261825.81,1.5,2/7/2017,4/9/2018,2018,4,426,13650.125588412795
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2015120.69,2015120.69,0,2/7/2017,3/31/2018,2018,3,417,14141.197824561403
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2287866.3,2303016.3,0,2/7/2017,4/23/2018,2018,4,440,13898.71031985516
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2055994.38,2055994.38,0,2/7/2017,4/24/2018,2018,4,441,14428.030736842104
Paseo Picasso - Inspira,Zibatá,130.9,143.9,0,13,2,Horizontal,2013178.7,2013178.7,0,4/30/2013,5/2/2018,2018,5,1828,15379.516424751719
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2055994.38,2000000,2.72,2/7/2017,4/30/2018,2018,4,447,14035.087719298246
Paseo Miró,Zibatá,160.6,191.91,27.1,4.21,2,Horizontal,2251780,2218003.3,1.5,2/7/2017,4/30/2018,2018,4,447,13810.730386052302
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2055994.38,2048798.4,0.35,2/7/2017,4/26/2018,2018,4,443,14377.532631578946
Paseo Dalí,Zibatá,192.8,226.7,33.9,0,2,Horizontal,2659600,2619706,1.5,8/10/2015,5/7/2018,2018,5,1001,13587.68672
Paseo Miró,Zibatá,184.5,298.88,95.2,19.18,2,Horizontal,2826521,2755857.98,2.5,2/7/2017,5/4/2018,2018,5,451,14936.899620596207
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2499194.98,2504394.98,0,2/7/2017,4/30/2018,2018,4,447,13573.956531165311
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2499194.98,2468415.11,2.5,2/7/2017,5/21/2018,2018,5,468,13378.943685636856
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2499194.98,2504394.98,0,2/7/2017,4/30/2018,2018,4,447,13573.956531165311
Paseo Miró C,Zibatá,184.5,286.7,102.2,0,2,Horizontal,2814369,2833625,0,4/24/2018,5/19/2018,2018,5,25,15358.40108401084
Paseo Miró C,Zibatá,165.7,236.8,71.1,0,2,Horizontal,2483560,2483560,0,4/24/2018,6/1/2018,2018,6,38,14988.292094146049
Paseo Miró,Zibatá,134,176.73,29.6,13.13,2,Horizontal,1883682,1883682,0,2/7/2017,4/30/2018,2018,4,447,14057.328358208955
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2499194.98,2514494.98,0,4/24/2018,5/21/2018,2018,5,27,13628.699078590786
Paseo Miró C,Zibatá,145.6,172.7,27.1,0,2,Horizontal,2406357.17,2406357.17,0,4/24/2018,5/19/2018,2018,5,25,16527.178365384614
Paseo Miró,Zibatá,142.5,173.6,31.1,0,2,Horizontal,2082377.59,2030318.15,2.5,2/7/2017,5/9/2018,2018,5,456,14247.846666666666
Paseo Miró,Zibatá,142.5,157.9,15.4,0,2,Horizontal,2061989.23,2061989.23,0,2/7/2017,5/11/2018,2018,5,458,14470.099859649123
Paseo Dalí,Zibatá,151.1,226.1,75,0,2,Horizontal,1780000,1780000,0,8/10/2015,4/23/2018,2018,4,987,11780.277961614825
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2499194.98,2531294.98,0,4/24/2018,6/4/2018,2018,6,41,13719.755989159892
Paseo Miró,Zibatá,160.6,191.91,27.1,4.21,2,Horizontal,2251780,2251780,0,2/7/2017,6/2/2018,2018,6,480,14021.046077210462
Paseo Monet,Zibatá,164,183.8,19.8,0,2,Horizontal,2427203.36,2427203.36,0,6/2/2017,4/19/2018,2018,4,321,14800.020487804877
Paseo Monet,Zibatá,179.5,215.7,36.2,0,2,Horizontal,2610797.51,2625847.51,0,6/2/2017,6/15/2018,2018,6,378,14628.676935933147
Paseo Monet,Zibatá,130.9,130.9,0,0,2,Horizontal,2050000,2050000,0,6/2/2017,5/31/2018,2018,5,363,15660.809778456836
Paseo Monet,Zibatá,205.1,254.3,49.2,0,2,Horizontal,3118276,3102684.62,0.5,6/2/2017,6/8/2018,2018,6,371,15127.66757679181
Paseo Miró,Zibatá,134,176.73,29.6,13.13,2,Horizontal,1972000,1972000,0,2/7/2017,5/27/2018,2018,5,474,14716.41791044776
Paseo Miró,Zibatá,142.5,157.9,15.4,0,2,Horizontal,2061989.23,2061989.23,0,2/7/2017,5/29/2018,2018,5,476,14470.099859649123
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2298772,2298772,0,2/7/2017,6/2/2018,2018,6,480,13873.095956547979
Paseo Monet,Zibatá,192.5,246,53.5,0,2,Horizontal,2832495.17,2753100.9,4.66,6/2/2017,10/9/2018,2018,10,494,14301.822857142857
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2281439.18,2270031.98,0.5,4/24/2018,6/15/2018,2018,6,52,13699.649849124926
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2419063.91,2419063.91,0,4/24/2018,6/3/2018,2018,6,40,15062.664445828146
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2281439.18,2270031.98,0.5,4/24/2018,6/16/2018,2018,6,53,13699.649849124926
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2513239,2513239,0,2/7/2017,6/18/2018,2018,6,496,13621.891598915989
Paseo Monet,Zibatá,179.5,229.7,50.2,0,2,Horizontal,2799675.45,2828925.45,0,6/2/2017,6/9/2018,2018,6,372,15760.030362116993
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2281439.18,2270031.98,0.5,4/24/2018,6/14/2018,2018,6,51,13699.649849124926
Paseo Monet,Zibatá,151.2,183.8,32.6,0,2,Horizontal,2319656.24,2352856.24,0,6/2/2017,6/13/2018,2018,6,376,15561.21851851852
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2321439.18,2321439.18,0,4/24/2018,6/30/2018,2018,6,67,14009.89245624623
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2835292.96,2867392.96,0,4/24/2018,6/23/2018,2018,6,60,15541.425257452574
Paseo Monet,Zibatá,164,183.8,19.8,0,2,Horizontal,2427203.36,2390795.31,1.5,6/2/2017,6/22/2018,2018,6,385,14578.02018292683
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2287866.3,2303016.3,0,2/7/2017,7/10/2018,2018,7,518,13898.71031985516
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2614319.98,2565561.98,2.5,2/7/2017,7/20/2018,2018,7,528,13905.484986449865
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2539194.98,2492315.11,2.5,2/7/2017,7/24/2018,2018,7,532,13508.482981029809
Paseo Monet,Zibatá,222,301.5,79.5,0,2,Horizontal,3162380.9,3162380.9,0,6/2/2017,7/14/2018,2018,7,407,14244.959009009008
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2339690.69,2189716.52,6.41,4/24/2018,7/19/2018,2018,7,86,13214.945805672904
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2339690.69,2339690.69,0,4/24/2018,7/30/2018,2018,7,97,14120.040374170188
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2321439.18,2321439.18,0,4/24/2018,7/20/2018,2018,7,87,14009.89245624623
Paseo Miró,Zibatá,184.5,298.88,95.2,19.18,2,Horizontal,2826521,2826521,0,2/7/2017,7/19/2018,2018,7,527,15319.89701897019
Paseo Miró C,Zibatá,145.6,172.7,27.1,0,2,Horizontal,2222927.08,2222927.08,0,4/24/2018,7/21/2018,2018,7,88,15267.356318681319
Paseo Monet,Zibatá,243,300.2,57.2,0,2,Horizontal,3271119.56,3238952.77,1.5,6/2/2017,7/25/2018,2018,7,418,13329.023744855967
Paseo Monet,Zibatá,179.5,225.5,46,0,2,Horizontal,2745797.51,2761447.51,0,6/2/2017,7/18/2018,2018,7,411,15384.108690807798
Paseo Monet,Zibatá,179.5,235.7,56.2,0,2,Horizontal,2702871.02,2702871.02,0,6/2/2017,7/26/2018,2018,7,419,15057.777270194987
Paseo Monet,Zibatá,205.8,242.1,36.3,0,2,Horizontal,2911959.97,2883930.57,1.5,6/2/2017,7/23/2018,2018,7,416,14013.268075801747
Paseo Miró,Zibatá,134,176.73,29.6,13.13,2,Horizontal,1972000,1972000,0,2/7/2017,8/9/2018,2018,8,548,14716.41791044776
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2339690.69,2339690.69,0,4/24/2018,8/1/2018,2018,8,99,14120.040374170188
Paseo Monet,Zibatá,151.2,183.8,32.6,0,2,Horizontal,2163779,2163779,0,6/2/2017,7/26/2018,2018,7,419,14310.707671957673
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2835292.96,2867392.96,0,4/24/2018,9/11/2018,2018,9,140,15541.425257452574
Paseo Miró C,Zibatá,165.7,238,72.3,0,2,Horizontal,2540800,2556100,0,4/24/2018,8/3/2018,2018,8,101,15426.071213035608
Paseo Monet,Zibatá,155.3,155.3,0,0,2,Horizontal,2097499.07,2106099.07,0,6/2/2017,8/8/2018,2018,8,432,13561.487894397937
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2321439.18,2321439.18,0,4/24/2018,8/18/2018,2018,8,116,14009.89245624623
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2359690.69,2359690.69,0,4/24/2018,9/9/2018,2018,9,138,14240.740434520218
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2539194.98,2547294.98,0,4/24/2018,8/23/2018,2018,8,121,13806.476856368563
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2290000,2232750,2.5,2/7/2017,8/24/2018,2018,8,563,13474.652987326495
Paseo Monet,Zibatá,151.2,183.8,32.6,0,2,Horizontal,2382213.76,2396463.76,0,6/2/2017,8/31/2018,2018,8,455,15849.628042328042
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2539194.98,2555394.98,0,4/24/2018,8/22/2018,2018,8,120,13850.379295392953
Paseo Miró,Zibatá,134,174.53,27.4,13.13,2,Horizontal,1972000,1942420,1.5,2/7/2017,8/24/2018,2018,8,563,14495.671641791045
Paseo Monet,Zibatá,243,300.2,57.2,0,2,Horizontal,3283569.85,3152227.06,4,6/2/2017,8/21/2018,2018,8,445,12972.127818930041
Paseo Miró C,Zibatá,145.6,172.7,27.1,0,2,Horizontal,2222927.08,2222927.08,0,4/24/2018,8/30/2018,2018,8,128,15267.356318681319
Paseo Monet,Zibatá,222,301.5,79.5,0,2,Horizontal,3182947.49,3151118.02,0,6/2/2017,9/5/2018,2018,9,460,14194.225315315316
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2075000,2075000,0,2/7/2017,9/1/2018,2018,9,571,14561.40350877193
Paseo Monet,Zibatá,205.1,235.8,30.7,0,2,Horizontal,3059360.16,2982876.16,2.5,6/2/2017,8/31/2018,2018,8,455,14543.521014139445
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2321439.18,2309831.98,0.5,4/24/2018,8/29/2018,2018,8,127,13939.842969221485
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2624178.88,2563115.27,2.91,4/24/2018,10/2/2018,2018,10,161,13892.223685636856
Paseo Monet,Zibatá,155.3,155.3,0,0,2,Horizontal,2096717.97,2096717.97,0,6/2/2017,8/31/2018,2018,8,455,13501.081584030906
Paseo Monet,Zibatá,243,300.2,57.2,0,2,Horizontal,3283569.85,3193312.75,3,6/2/2017,8/31/2018,2018,8,455,13141.204732510289
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2539194.98,2492315.11,2.5,2/7/2017,9/21/2018,2018,9,591,13508.482981029809
Paseo Monet,Zibatá,151.2,183.8,32.6,0,2,Horizontal,2434222.34,2463022.34,0,6/2/2017,9/12/2018,2018,9,467,16289.830291005292
Paseo Monet,Zibatá,155.3,155.3,0,0,2,Horizontal,2042290.31,2103190.31,0,6/2/2017,9/7/2018,2018,9,462,13542.75795235029
Paseo Miró,Zibatá,134,174.53,27.4,13.13,2,Horizontal,1972000,1972000,0,2/7/2017,10/6/2018,2018,10,606,14716.41791044776
Paseo Monet,Zibatá,240.2,290,49.8,0,2,Horizontal,3428234.74,3460784.74,0,6/2/2017,9/25/2018,2018,9,480,14407.929808492925
Paseo Miró,Zibatá,142.5,158.1,15.6,0,2,Horizontal,2075000,2023125,2.5,2/7/2017,9/28/2018,2018,9,598,14197.368421052632
Paseo Monet,Zibatá,151.2,183.8,32.6,0,2,Horizontal,2366213.76,2366213.76,0,6/2/2017,9/24/2018,2018,9,479,15649.561904761904
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2870292.96,2886892.96,0,4/24/2018,10/6/2018,2018,10,165,15647.116314363144
Paseo Monet,Zibatá,192.5,244.8,52.3,0,2,Horizontal,2731575,2731575,0,6/2/2017,9/25/2018,2018,9,480,14190
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2624178.88,2624178.88,0,4/24/2018,9/27/2018,2018,9,156,14223.191761517615
Paseo Miró C,Zibatá,128.7,173.4,44.7,0,2,Horizontal,2285000,2285000,0,4/24/2018,10/6/2018,2018,10,165,17754.467754467754
Paseo Monet,Zibatá,192.5,246.4,53.9,0,2,Horizontal,2878153.83,2878153.83,0,6/2/2017,9/30/2018,2018,9,485,14951.448467532467
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2747472,2747472,0,4/24/2018,9/14/2018,2018,9,143,16581.001810500908
Paseo Miró,Zibatá,165.7,207.13,28.3,13.13,2,Horizontal,2334690.69,2349840.69,0,2/7/2017,10/15/2018,2018,10,615,14181.295654797828
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2359690.69,2359690.69,0,4/24/2018,10/6/2018,2018,10,165,14240.740434520218
Paseo Miró C,Zibatá,142.5,158.3,15.8,0,2,Horizontal,2193250,2193250,0,4/24/2018,10/17/2018,2018,10,176,15391.228070175439
Paseo Miró,Zibatá,134,174.53,27.4,13.13,2,Horizontal,1972000,1972000,0,2/7/2017,10/13/2018,2018,10,613,14716.41791044776
Paseo Monet,Zibatá,205.1,262.8,57.7,0,2,Horizontal,3118276.69,3071502.54,1.5,6/2/2017,10/22/2018,2018,10,507,14975.634032179425
Paseo Monet,Zibatá,192.5,246.9,54.4,0,2,Horizontal,3001226.88,3030676.88,0,6/2/2017,11/20/2018,2018,11,536,15743.776
Paseo Miró C,Zibatá,128.7,144.5,15.8,0,2,Horizontal,1992977.35,2008277.35,0,4/24/2018,11/18/2018,2018,11,208,15604.330613830616
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2538194.98,2512813.03,1,2/7/2017,10/27/2018,2018,10,627,13619.582818428184
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2680178.88,2680178.88,0,4/24/2018,11/19/2018,2018,11,209,14526.714796747967
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2359690.69,2359690.69,0,4/24/2018,11/8/2018,2018,11,198,14240.740434520218
Paseo Monet,Zibatá,179.5,225.5,46,0,2,Horizontal,2745797.51,2692802.57,2.5,6/2/2017,11/16/2018,2018,11,532,15001.685626740946
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2799178.85,2799178.85,0,4/24/2018,11/27/2018,2018,11,217,15171.701084010841
Paseo Monet,Zibatá,155.3,155.3,0,0,2,Horizontal,2102290.31,2091778.86,0.5,6/2/2017,11/9/2018,2018,11,525,13469.277913715388
Paseo Miró C,Zibatá,142.5,158.3,15.8,0,2,Horizontal,2193250,2193250,0,4/24/2018,11/29/2018,2018,11,219,15391.228070175439
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2750190,2750190,0,4/24/2018,11/20/2018,2018,11,210,14906.178861788618
Paseo Miró,Zibatá,184.5,243.48,39.8,19.18,2,Horizontal,2539194.98,2492315.11,2.5,2/7/2017,11/22/2018,2018,11,653,13508.482981029809
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2512502.52,2499940.01,0.5,4/24/2018,11/18/2018,2018,11,208,15087.145503922751
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2609178.88,2661778.88,0,4/24/2018,11/24/2018,2018,11,214,14426.985799457994
Paseo Monet,Zibatá,205.8,242.1,36.3,0,2,Horizontal,2911959.97,2906459.97,0,6/2/2017,11/15/2018,2018,11,531,14122.740379008746
Paseo Miró C,Zibatá,142.5,158.3,15.8,0,2,Horizontal,2213250,2069388.75,6.5,4/24/2018,11/15/2018,2018,11,205,14522.026315789473
Paseo Miró C,Zibatá,165.7,240.1,74.4,0,2,Horizontal,2574800,2574800,0,4/24/2018,11/23/2018,2018,11,213,15538.925769462885
Paseo Monet,Zibatá,205.1,235.8,30.7,0,2,Horizontal,2517627,2513736.33,2.5,6/2/2017,11/20/2018,2018,11,536,12256.149829351536
Paseo Monet,Zibatá,179.5,215.8,36.3,0,2,Horizontal,2730797.51,2745847.51,0,6/2/2017,12/7/2018,2018,12,553,15297.200612813369
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2512502.52,2536690.01,0.5,4/24/2018,11/25/2018,2018,11,215,15308.931864815931
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2310062.35,2310062.35,0,4/24/2018,11/24/2018,2018,11,214,14383.94988
Paseo Dalí,Zibatá,179.5,210,30.5,0,2,Horizontal,2501200,2401152,4,8/10/2015,11/21/2018,2018,11,1199,13376.891364902507
Paseo Monet,Zibatá,179.5,215.7,36.2,0,2,Horizontal,2880991.37,2837776.5,1.5,6/2/2017,11/29/2018,2018,11,545,15809.33983286908
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2742041.85,2739043.71,1.28,4/24/2018,11/30/2018,2018,11,220,14845.765365853658
Paseo Miró C,Zibatá,165.7,236.8,71.1,0,2,Horizontal,2483560,2483560,0,4/24/2018,11/30/2018,2018,11,220,14988.292094146049
Paseo Miró C,Zibatá,184.5,292.5,108,0,2,Horizontal,3019259.75,3024063.45,0.5,4/24/2018,11/30/2018,2018,11,220,16390.58780487805
Paseo Monet,Zibatá,205.1,235.8,30.7,0,2,Horizontal,3034623,2958757.43,2.5,6/2/2017,12/13/2018,2018,12,559,14425.926036079962
Paseo Monet,Zibatá,192.5,247.2,54.7,0,2,Horizontal,2802501.45,2802501.45,0,6/2/2017,12/8/2018,2018,12,554,14558.449090909093
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2425000,2408025,0.7,4/24/2018,12/22/2018,2018,12,242,14532.438141219072
Paseo Miró C,Zibatá,128.7,144.5,15.8,0,2,Horizontal,2070327.97,2070327.97,0,4/24/2018,12/21/2018,2018,12,241,16086.464413364414
Paseo Monet,Zibatá,240.2,290,49.8,0,2,Horizontal,3286014.45,3236724.23,1.5,6/2/2017,12/22/2018,2018,12,568,13475.121690258118
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2360062.35,2360062.35,0,4/24/2018,2/8/2019,2019,2,290,14695.282378580325
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2680178.88,2631131.61,1.83,4/24/2018,1/30/2019,2019,1,281,14260.87593495935
Paseo Monet,Zibatá,205.1,254.3,49.2,0,2,Horizontal,3180642.22,3132932.59,1.5,6/2/2017,1/30/2019,2019,1,607,15275.146708922477
Paseo Monet,Zibatá,205.1,235.8,30.7,0,2,Horizontal,3180642.22,3148835.8,1,6/2/2017,2/9/2019,2019,2,617,15352.685519258897
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2747000,2779100,0,4/24/2018,2/23/2019,2019,2,305,15062.872628726287
Paseo Miró C,Zibatá,128.7,144.5,15.8,0,2,Horizontal,2084594.37,2084594.37,0,4/24/2018,2/8/2019,2019,2,290,16197.314452214454
Paseo Monet,Zibatá,240.2,290,49.8,0,2,Horizontal,3286014.45,3236724.23,1.5,6/2/2017,12/22/2018,2018,12,568,13475.121690258118
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2360062.35,2324661.41,1.5,4/24/2018,12/31/2018,2018,12,251,14474.853113325033
Paseo Miró C,Zibatá,145.6,172.7,27.1,0,2,Horizontal,2406357.17,2389512.67,0.7,4/24/2018,1/5/2019,2019,1,256,16411.488118131867
Paseo Monet,Zibatá,205.1,254.3,49.2,0,2,Horizontal,3118276,3118276,0,6/2/2017,1/18/2019,2019,1,595,15203.68600682594
Paseo Monet,Zibatá,205.1,235.8,30.7,0,2,Horizontal,2517627,2576677,0,6/2/2017,2/28/2019,2019,2,636,12563.027791321307
Paseo Monet,Zibatá,192.5,246.9,54.4,0,2,Horizontal,3001226.88,2940640.07,3,6/2/2017,2/23/2019,2019,2,631,15276.05231168831
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2429063.91,2429063.91,0,4/24/2018,2/23/2019,2019,2,305,15124.930946450811
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2432634.91,2432634.91,0,4/24/2018,2/28/2019,2019,2,310,15147.166313823165
Paseo Monet,Zibatá,240.2,290,49.8,0,2,Horizontal,3428234.74,3340796.52,3.5,6/2/2017,3/5/2019,2019,3,641,13908.395170691092
Paseo Miró C,Zibatá,142.5,158.3,15.8,0,2,Horizontal,2276645,2276645,0,4/24/2018,3/13/2019,2019,3,323,15976.456140350878
Paseo Miró C,Zibatá,165.7,194,28.3,0,2,Horizontal,2475992.63,2493740.63,0,4/24/2018,3/7/2019,2019,3,317,15049.732226916114
Paseo Miró C,Zibatá,160.6,187.7,27.1,0,2,Horizontal,2419063.91,2419063.91,0,4/24/2018,3/30/2019,2019,3,340,15062.664445828146
Paseo Miró C,Zibatá,184.5,292.5,108,0,2,Horizontal,3019259.75,3039159.75,0,4/24/2018,3/21/2019,2019,3,331,16472.41056910569
Paseo Miró C,Zibatá,184.5,224.3,39.8,0,2,Horizontal,2742041.85,2774141.85,0,4/24/2018,3/29/2019,2019,3,339,15035.99918699187
Paseo Picasso - Inspira,Zibatá,157.1,233.4,76.3,0,2,Horizontal,1712826,1712826,0,4/30/2013,5/18/2013,2013,5,18,10902.775302355189
Paseo Picasso - Inspira,Zibatá,178.7,235.7,0,57,2,Horizontal,1862605,1864605,0,4/30/2013,,,,,10434.275321768328
Paseo Picasso - Inspira,Zibatá,122.1,191.1,69,0,2,Horizontal,1392396,1392396,0,4/30/2013,7/16/2013,2013,7,77,11403.734643734644
Paseo Picasso - Inspira,Zibatá,177.3,255,77.7,0,2,Horizontal,1864624,1864624,0,4/30/2013,7/24/2013,2013,7,85,10516.77382966723
Paseo Picasso - Inspira,Zibatá,178.7,235.7,0,57,2,Horizontal,1751260,1751260,0,4/30/2013,,,,,9800
Paseo Picasso - Inspira,Zibatá,168.8,236.5,67.7,0,2,Horizontal,3175200,3175200,0,4/30/2013,5/23/2013,2013,5,23,18810.42654028436
Paseo Picasso - Inspira,Zibatá,178.7,235.7,0,57,2,Horizontal,1751260,1751260,0,4/30/2013,7/17/2013,2013,7,78,9800
Paseo Picasso - Inspira,Zibatá,177.3,248.7,71.4,0,2,Horizontal,1965926,1965926,0,4/30/2013,8/1/2013,2013,8,93,11088.133107727015
Paseo Picasso - Inspira,Zibatá,177.3,223.2,45.9,0,2,Horizontal,1864624,1878124,0,4/30/2013,10/2/2013,2013,10,155,10592.915961646926
Paseo Picasso - Inspira,Zibatá,122.1,191.1,69,0,2,Horizontal,1468978,1468978,0,4/30/2013,10/9/2013,2013,10,162,12030.941850941852
Paseo Picasso - Inspira,Zibatá,130.9,143.9,0,13,2,Horizontal,1359053,1359053,0,4/30/2013,10/19/2013,2013,10,172,10382.375859434682
Paseo Picasso - Inspira,Zibatá,177.3,255,77.7,0,2,Horizontal,1864624,1864624,0,4/30/2013,2/3/2014,2014,2,279,10516.77382966723
Paseo Picasso - Inspira,Zibatá,130.9,143.9,0,13,2,Horizontal,1359053,1359053,0,4/30/2013,2/27/2014,2014,2,303,10382.375859434682
Paseo Picasso - Inspira,Zibatá,122.1,189,66.9,0,2,Horizontal,1517627,1479686.33,2.5,4/30/2013,2/21/2014,2014,2,297,12118.643161343163
Paseo Picasso - Inspira,Zibatá,168.8,213.5,44.7,0,2,Horizontal,2498240,2435784,2.5,4/30/2013,5/30/2014,2014,5,395,14429.999999999998
Paseo Picasso - Inspira,Zibatá,187.4,214.4,0,27,2,Horizontal,1873348,1875348,0,4/30/2013,5/22/2014,2014,5,387,10007.193169690501
Paseo Picasso - Inspira,Zibatá,130.9,143.9,0,13,2,Horizontal,1359053,1318281.41,3,4/30/2013,5/9/2014,2014,5,374,10070.904583651642
Paseo Picasso - Inspira,Zibatá,130.9,143.9,0,13,2,Horizontal,1359053,1359053,0,4/30/2013,5/30/2014,2014,5,395,10382.375859434682
Paseo Picasso - Inspira,Zibatá,177.3,223.2,45.9,0,2,Horizontal,1864624,1896289.6,0,4/30/2013,6/26/2014,2014,6,422,10695.372814438804
Paseo Picasso - Inspira,Zibatá,130.9,143.9,0,13,2,Horizontal,1359053,1325076.68,2.5,4/30/2013,6/11/2014,2014,6,407,10122.816501145911
Paseo Picasso - Inspira,Zibatá,177.3,250.8,73.5,0,2,Horizontal,1997563,1978789.56,1.5,4/30/2013,6/25/2014,2014,6,421,11160.685617597292
Paseo Picasso - Inspira,Zibatá,168.8,212.7,43.9,0,2,Horizontal,1755416,1758241.76,0,4/30/2013,5/29/2014,2014,5,394,10416.124170616113
Paseo Picasso - Inspira,Zibatá,178.7,235.7,0,57,2,Horizontal,1777529,1777529,0,4/30/2013,7/23/2014,2014,7,449,9947.00056
Paseo Picasso - Inspira,Zibatá,122.1,189,66.9,0,2,Horizontal,1420422,1384911.45,2.5,4/2/2013,2/21/2014,2014,2,325,11342.436117936119
Paseo Picasso - Inspira,Zibatá,177.3,223.2,45.9,0,2,Horizontal,1890444.4,1892944.4,0,4/30/2013,8/14/2014,2014,8,471,10676.505358150027
